A,Mot
Sweat,Mo hoi
Sweater,Ao len
Sweatshirt,Ao ni
Sweatshop,Tiem ao len
Swede,Nguoi Thuy Dien
Swedish,Tieng Thuy Dien
Sweep,Quet
Sweeper,Nguoi quet don
Sweeping,Quet
Sweepstake,Rut tham trung thuong
Sweet-and-sour,Chua ngot
Sweet-brier,Nguoi ngot ngao
Sweet,Ngot
Sweetbread,Banh mi ngot
Sweetcorn,Bap ngot
Sweeten,Lam ngot
Sweetener,Chat tao ngot
Sweetheart,Nguoi yeu
Sweetie,Em yeu
Sweetmeal,Bot ngot
Sweetmeat,Chat ngot
Sweetness,Ngot ngao
Sweetshop,Cua hang banh keo
Swell,Sung len
Swelling,Sung tay
Swelter,Swelter
Swept,Swept
Swerve,Chuyen huong
Swift,Nhanh
Swig,Swig
Swill,Swill
Swim,Boi
Swimming-bath,Tam bon
Swimming-costume,Quan ao tam
Swimmingly,Boi loi
Swimsuit,Do boi
Swimwear,Do boi
Swindle,Lua dao
Swine,Heo
Swing-boat,Thuyen du
Swing-bridge,Cau du
Swing-door,Cua xoay
Swing-wing,Swing wing
Swing,Lung lay
Swingeing,Swinging
Swipe,Vuot
Swirl,Xoay
Swish,Swish
Swiss,Thuy Si
Switch,Cong tac
Switchback,Doi lai
Switchboard,Tong dai
Switched-on,Bat no len
Swivel,Xoay
Swizz,Swizz
Swizzle-stick,Dinh su gian lan
Swizzle,Xoac
Swollen,Sung len
Swoon,Swoon
Swoop,Swoop
Swop,Swop
Sword,Thanh kiem
Swordfish,Ca kiem
Swordplay,Kiem hiep
Swordsman,Nguoi danh kiem
Swordstick,Thanh kiem
Swore,The
Sworn,Tuyen the
Swot,Swot
Swum,Boi
Swung,Swung
Sybarite,Sybarite
Sycamore,cay sung
Sycophant,Sycophant
Syl-,Syl 
Syllabary,giao trinh
Syllabic,Am tiet
Syllable,Am tiet
Syllabub,Syllabub
Syllabus,giao trinh
Syllepsis,Bat giu
Syllogism,Am tiet
Sylph,Sylph
Sylvan,Sylvan
Sylviculture,Lam nghiep
Sym-,Sym 
Symbiosis,Cong sinh
Symbol,Bieu tuong
Symbolism,Chu nghia tuong trung
Symbolize,Tuong trung
Symmetry,Doi dien
Sympathetic,Thong cam
Sympathize,Thong cam
Sympathy,Su dong cam
Symphony,Giao huong
Symposium,Hoi nghi chuyen de
Symptom,Trieu chung
Syn-,Syn 
Synagogue,Giao duong Do Thai
Synapse,Su ket luan
Sync,Dong bo hoa
Synchromesh,Synchromesh
Synchronic,Dong bo
Synchronism,Chu nghia dong bo
Synchronize,Lam cho dong bo
Synchronous,Dong bo
Syncopate,Dong bo hoa
Syncope,Ngat
Syncretize,Dong bo hoa
Syndic,Nguoi duoc uy thac
Syndicalism,Syndicalism
Syndicate,Syndicate
Syndrome,Hoi chung
Synecdoche,Synecdoche
Synod,Thuong hoi dong
Synonym,Tu dong nghia
Synonymous,Dong nghia
Synopsis,Tom tat
Synoptic,Cong quan
Synovia,Con trai
Syntax,Cu phap
Synth,Synth
Synthesis,Tong hop
Synthesize,Tong hop
Synthesizer,Bo tong hop
Synthetic,Soi tong hop
Syphilis,Binh giang mai
Syriac,Syriac
Syrian,Nguoi Syria
Syringa,Cay son mai hoa
Syringe,Ong tiem
Syrup,Xi ro
System,He thong
Systematic,Co he thong
Systematize,He thong hoa
Systemic,He thong
Systems,He thong
T'ai,Tai
T'other,Khac
T-bone,Xuong chu T
T-junction,Nga ba
T-shirt,Ao thun
T-square,Hinh vuong chu T
T.,T 
T.b.a.,T b a 
T,T
Ta-ta,?? ??
Ta,Ta
Tabard,Tabard
Tabasco,nuoc xot hat tieu
Tabby,Tabby
Tabernacle,Den tam
Tabla,Ban
Table,Ban
Tableau,Hinh anh
Tablecloth,Khan trai ban
Tableland,Tableland
Tablespoon,Muong canh
Tablet,May tinh bang
Tabletop,Mat ban
Tableware,Bo do an
Tabloid,Bao la cai
Taboo,Dieu cam ky
Tabor,Tabor
Tabu,Tabu
Tabular,Bang
Tabulate,Lap bang
Tabulator,Chuyen huong
Tacho,noi
Tachograph,Tachograph
Tachometer,May do toc do
Tacit,Ngam ngam
Taciturn,Tra?m ma?c
Tackle-block,Tac bong
Tackle,Giai quyet
Taco,Taco
Tact,Tact
Tactful,Kheo leo
Tactic,Chien thuat
Tactical,Chien thuat
Tactics,Chien thuat
Tactile,Xuc giac
Tactless,Tactless
Tadpole,Nong noc
Taffeta,Taffeta
Taffrail,Taffrail
Taffy,Taffy
Tag,Nhan
Tagliatelle,Mi soi
Tail-end,Dau duoi
Tail-light,Den sau xe
Tail,Cai duoi
Tailback,Duoi xe
Tailboard,Van sau
Tailcoat,Ao duoi tom
Tailgate,Cua sau
Tailor-made,Thiet ke rieng
Tailor,Tho may
Tailored,Phu hop
Tailpiece,Ong may
Tailpipe,Ong xa
Tailplane,May bay
Tailspin,Tailspin
Taint,Taint
Take-away,Lay di
Take-home,Dem ve nha
Take-off,Cat canh
Take-over,Dam nhan
Take-up,Nhat len
Take,Cam lay
Taker,Taker
Taking,Dang lay
Talc,Talc
Talcum,Talcum
Tale,Tale
Talent-scout,Trinh sat tai nang
Talent,Tai nang
Talisman,Bua ngai
Talk,Noi chuyen
Talkative,Lam loi
Talkback,Noi chuyen tro lai
Talkie,Bo dam
Talking-point,Chu de noi chinh
Talking-shop,Cua hang noi chuyen
Talking-to,Noi chuyen voi
Talking,Dang noi
Tall,Cao
Tallboy,Cao thu
Tallow,Mo dong vat
Tally-ho,Tally ho
Tally,Kiem diem
Talmud,Talmud
Talon,Talon
Talus,Talus
Tam-o'-shanter,Tang o diem tinh
Tam-tam,Kia kia
Tamarind,Qua me
Tamarisk,Tamarisk
Tambour,Cai trong
Tambourine,Luc lac
Tame,Thuan hoa
Tamil,Tamil
Tamp,Tamp
Tamper,Tamper
Tampon,Bang ve sinh
Tandem,Tandem
Tandoor,Tandoor
Tandoori,Tandoori
Tang,Tang
Tangent,Duong tiep tuyen
Tangential,Tiep tuyen
Tangerine,Quyt
Tangible,Huu hinh
Tangle,Roi
Tangly,Tangly
Tango,Tango
Tangy,Tangy
Tanh,Tanh
Tank,Xe tang
Tankard,Tankard
Tanked,Xe tang
Tanker,Tau cho dau
Tanner,Thuoc da
Tannery,Thuoc da
Tannic,Tannic
Tannin,Tannin
Tannoy,Tanna
Tansy,Cay cuc ngai
Tantalize,Treu nguoi
Tantalum,Tantali
Tantalus,Tantalus
Tantamount,Tuong duong
Tantra,Mat tong
Tantrum,Con gian du
Taoiseach,Taoiseach
Taoism,dao giao
Tap-dance,Tap dance
Tap,Vo? nhe?
Tapas,Tapas
Tape-measure,Thuoc day
Tape,Bang
Taper,Con
Tapestry,Tam tham
Tapeworm,San day
Tapioca,Bot bang
Tapir,Heo voi
Tappet,Tappet
Taproom,Phong tap
Taramasalata,anh sao
Tarantella,Tarantella
Tarantula,Tarantula
Tarboosh,Dua hau
Tardy,Di tre
Target,Muc tieu
Tariff,Thue quan
Tarlatan,noi
Tarmac,Tarmac
Tarmacadam,Tarmacadam
Tarn,Tarn
Tarnish,Xin mau
Taro,Khoi luong
Tarot,Boi bai
Tarpaulin,Bat
Tarragon,Giong rau thom
Tarsal,Xuong got chan
Tarsus,Tarsus
Tartan,Tartan
Tartar,Cao rang
Tartare,Tartare
Tartaric,Tartaric
Tartrazine,Tartrazine
Tarty,banh kem trai cay
Tarzan,nguoi rung
Task,Nhiem vu
Taskmaster,Taskmaster
Tass,Tass
Tassel,Tua
Taste,Nem thu
Tasteful,Ngon
Tasteless,Vo vi
Taster,Taster
Tasting,Nem thu
Tasty,Ngon
Tatter,Tatter
Tattered,Rach nat
Tatting,Tatting
Tattle,Tattle
Tatty,Tatty
Tau,Dung
Taught,Day
Taunt,Nhao bang
Taupe,Taupe
Taurus,chom sao Kim Nguu
Taut,Taut
Tautology,Tautology
Tavern,Quan ruou
Taverna,Taverna
Tawdry,Tawdry
Tawny,Tawny
Tax-deductible,Duoc khau tru thue
Tax-free,Mien thue
Tax,Thue
Taxa,Taxa
Taxation,Thue
Taxi,xe ta?c xi
Taxidermy,Taxidermy
Taximeter,Dong ho do thue
Taxman,Nhan vien thue
Taxon,Don vi phan loai
Taxonomy,Phan loai hoc
Taxpayer,Nguoi nop thue
Tayberry,Tayberry
Tb,Tb
Tbsp.,Muong canh
Tc,Tc
Tcp,Tcp
Te-hee,Te hee
Te,Te
Tea-leaf,La tra
Tea-planter,Nguoi trong che
Tea,Tra
Teacake,Banh tra
Teach,Day
Teacher,Giao vien
Teaching,Giang bai
Teacup,Tach tra
Teak,Tech
Teal,Mau mong ket
Team-mate,Dong doi
Team,Doi
Teamster,Dong doi
Teamwork,Lam viec theo nhom
Teapot,Am tra
Tear-drop,Giot nuoc mat
Tear-duct,Ong dan nuoc mat
Tear-gas,Hoi cay lam chay nuoc mat
Tear-jerker,Nguoi giat nuoc mat
Tearaway,Xa lanh
Tearful,Dam nuoc mat
Tearing,Rach
Tearoom,Phong tra
Tease,Treu gheo
Teasel,Teasel
Teaser,Doan gioi thieu
Teaset,Bo tra
Teashop,Quan tra
Teaspoon,Teaspoon
Teat,Num vu
Teatime,Teatime
Teazel,Teazel
Tec,Tec
Tech,Cong nghe
Technetium,Technetium
Technic,Ky thuat
Technical,Ky thuat
Technicality,Tinh ky thuat
Technician,Ky thuat vien
Technicolor,Mau ky thuat
Technique,Ki thuat
Technocracy,Ky thuat cong nghe
Technocrat,Technocrat
Technology,Cong nghe
Tectonic,Kien tao
Tectonics,Kien tao
Ted,Ted
Teddy,Teddy
Tedious,Te nhat
Tedium,Su nham chan
Tee-hee,Tee hee
Teen,Thieu nien
Teenage,Thieu nien
Teenager,Thanh thieu nien
Teens,Thanh thieu nien
Teensy,Thieu nien
Teeny-bopper,Teeny bopper
Teeny-weeny,Nho xiu weeny
Teeny,Nho xiu
Teepee,Teepee
Teeter,Du dua
Teeth,Rang
Teethe,Teethe
Teething-ring,Moc rang nhan
Teething,Moc rang
Teetotal,Teetotal
Teff,Teff
Tefl,Tefl
Teflon,Teflon
Tel.,Dien thoai 
Tele-,Nhieu 
Tele-ad,Quang cao qua dien thoai
Telecast,Duong truyen
Telecommunication,Vien thong
Teleconference,Hoi nghi tu xa
Telefax,so fax
Telegram,Telegram
Telegraph,Telegraph
Telegraphic,Dien bao
Telegraphy,Dien bao
Telekinesis,Telekinesis
Telemarketing,Tiep thi qua dien thoai
Telemessage,Tin nhan tu xa
Telemetry,Tu xa
Teleology,Teleology
Telepathy,Than giao cach cam
Telephone,Dien thoai
Telephonist,Dien thoai vien
Telephony,Dien thoai
Telephoto,Tele
Telephotography,Chup anh dien thoai
Teleprinter,May dien thoai
Teleprompter,Teleprompter
Telesales,Telesales
Telescope,Kinh thien van
Telescopic,Kinh thien van
Teletext,Teletext
Telethon,Telethon
Teletype,Teletype
Televise,Tivi
Television,Tivi
Telex,Telex
Tell-tale,Ke chuyen
Tell,Ke
Teller,Nguoi ke chuyen
Telling-off,Ke lai
Telling,Noi
Tellurium,Tellurium
Telly,Truyen Hinh
Temerity,Do ben
Temp,Nhiet do
Temper,Temper
Tempera,Tempera
Temperament,Tinh cach
Temperamental,Tinh cam
Temperance,On hoa
Temperate,Khi hau on hoa
Temperature,Nhiet do
Tempest,Bao to
Tempestuous,Nong nay
Tempi,Times
Template,Mau
Tempo,Thoi gian
Temporal,Thoi gian
Temporary,Tam thoi
Temporize,Tam thoi
Tempt,Cam do
Temptation,Su cam do
Tempting,Hap dan
Tempura,Tempura
Ten,Muoi
Tenable,Co the noi duoc
Tenacious,Ngoan cuong
Tenancy,Hop dong thue nha
Tenant,Nguoi thue nha
Tenantry,Nguoi thue nha
Tench,Tench
Tendency,Xu huong
Tendentious,Mem mai
Tender-hearted,De thuong
Tender,Mem
Tenderfoot,Tenderfoot
Tenderize,Lam mem thit
Tenderloin,Thit than
Tendon,Gan
Tendril,Tendril
Tenebrous,Thong minh
Tenement,Tham nhap
Tenet,Tenet
Tenfold,Gap muoi
Tenner,Rang
Tennis,Quan vot
Tenon,Tenon
Tenor,Ky han
Tenosynovitis,Viem bao gan
Tenpin,Tempin
Tensile,Suc keo
Tension,Cang thang
Tent-stitch,Leu khau
Tent,Leu
Tentacle,Tua
Tentative,Mang tinh tham do
Tenter,Co gang
Tenterhook,Tenterhook
Tenth,Thu muoi
Tenuous,Mong manh
Tenure,Nhiem ky
Tepee,Tepee
Tepid,Tepid
Tequila,Ruou tequila
Tera-,Tera 
Terbium,Terbium
Tercel,Tercel
Tercentenary,Ba tram nam
Teredo,Tere do
Tergiversate,Su cham tre
Term,Ky han
Termagant,Thuoc diet moi
Terminable,Cham dut
Terminal,Phan cuoi
Terminate,Cham dut
Termination,Cham dut
Termini,Dieu kien
Terminology,Thuat ngu
Terminus,Ga cuoi
Termite,Moi
Terms,Dieu kien
Tern,Tern
Ternary,De tam
Terra,Trai dat
Terrace,san thuong
Terracotta,Dat nung
Terrain,Dia hinh
Terrapin,Terrapin
Terrarium,Terrarium
Terrazzo,Terrazzo
Terrene,Tran gian
Terrestrial,Tren can
Terrible,Kinh khung
Terribly,Kinh khung
Terrier,Terrier
Terrific,Khung khiep
Terrify,Kinh khung
Terrine,Terrine
Territorial,Lanh tho
Territory,Lanh tho
Terror-stricken,Bi khung bo
Terror,Khung bo
Terrorist,Khung bo
Terrorize,Khung bo
Terry,Terry
Terse,Terse
Tertiary,Cap ba
Tervalent,Bac ba
Terylene,Terylene
Tesl,Tesl
Tesla,Tesla
Tessa,Tessa
Tessellated,Duoc ke lai
Tessellation,Ke lai
Tessera,The
Tessitura,Det
Test-tube,Ong nghiem
Test,Bai kiem tra
Testa,Cai dau
Testaceous,Tinh trung
Testament,Di chuc
Testamentary,Di chuc
Testate,Thu nghiem
Testator,Nguoi kiem tra
Tester,Kiem thu
Testes,Tinh hoan
Testicle,Tinh hoan
Testify,Lam chung
Testimonial,Loi chung thuc
Testimony,Loi khai
Testis,Tinh hoan
Testosterone,Testosterone
Testy,Kiem tra
Tetanus,Uon van
Tetchy,Tetchy
Tether,Tether
Tetra-,Tetra 
Tetrad,Tetrad
Tetragon,Tetragon
Tetrahedron,Tu dien
Tetralogy,Tetralogy
Tetrameter,Tetrameter
Teuton,Teuton
Teutonic,Teutonic
Text,Chu
Textbook,Sach giao khoa
Textile,Det may
Textual,Van ban
Texture,Ket cau
Th,Thu tu
Thai,Thai
Thalidomide,Thalidomide
Thallium,Thallium
Than,Hon
Thane,Thane
Thank,Cam ta
Thankful,Biet on
Thankfully,May qua
Thankless,Vong an
Thanksgiving,Le ta on
That,Cai do
Thatch,Thatch
Thaw,Ra dong
The,Cac
Theater,Rap hat
Theatre,Rap hat
Theatrical,Thuoc san khau
Thee,Thee
Theft,Trom cap
Their,Cua chung
Theirs,Cua ho
Theism,Than hoc
Them,Ho
Theme,Chu de
Themselves,Chung toi
Then,sau do
Thence,Tu do
Thenceforth,Thenceforth
Theo-,Theo 
Theocracy,Than quyen
Theodolite,May kinh vi
Theologian,Nha than hoc
Theology,Than hoc
Theorem,Dinh ly
Theoretical,Ly thuyet
Theoretician,Nha ly thuyet
Theorist,Nha ly thuyet
Theorize,Theorize
Theory,Hoc thuyet
Theosophy,Thong thien hoc
Therapeutic,Tri lieu
Therapeutics,Tri lieu
Therapy,Tri lieu
There,O do
Thereabouts,O do
Thereafter,Sau do
Thereby,Bang cach ay
Therefore,Vi vay
Therein,Trong do
Thereof,Cua no
Thereto,Thereto
Thereupon,Tren do
Therm,Therm
Thermal,Nhiet
Thermionic,Thermionic
Thermo-,Thermo 
Thermocouple,Cap nhiet dien
Thermodynamics,Nhiet dong luc hoc
Thermoelectric,Nhiet dien
Thermometer,Nhiet ke
Thermonuclear,Nhiet hach
Thermoplastic,Nhua nhiet deo
Thermos,Phich nuoc
Thermosetting,Nhiet luyen
Thermosphere,Khi quyen
Thermostat,Bo dieu nhiet
Thesaurus,Tu dong nghia
These,Nay
Thesis,Luan van
Thespian,Thespian
Theta,Theta
They'd,Ho se
They'll,Ho se
They're,Ho dang
They've,Ho da
They,Ho
Thiamine,Thiamine
Thick-skinned,Da day
Thick,Dac
Thicken,Day len
Thickening,Day len
Thicket,Thicket
Thickhead,Dau day
Thickness,Do day
Thickset,Thickset
Thief,Ten trom
Thieve,Thieve
Thievery,Trom cap
Thievish,Thievish
Thigh-bone,Xuong dui
Thigh,Dui
Thimble,Thimble
Thimbleful,Nhanh nhen
Thin-skinned,Da mong
Thin,Gay
Thine,Thine
Thing,Dieu
Thingummy,Thingummy
Think-tank,Think tank
Think,Nghi
Thinker,Nha tu tuong
Thinking,tu duy
Thinner,Mong hon
Thiosulphate,Thiosulphat
Third-rate,Hang ba
Third,Ngay thu ba
Thirst,Khat nuoc
Thirsty,Khat
Thirteen,Muoi ba
Thirty-nine,Ba muoi chin
Thirty,Ba muoi
This,Day
Thistle,Cay ke
Thistledown,Thistledown
Thistly,Thistly
Thither,Thither
Tho',Tho 
Thole,Thole
Thong,Thong
Thorax,Thorax
Thorium,Thorium
Thorn,gai
Thorny,Co gai
Thorough,Ky luong
Thoroughbred,Thuan chung
Thoroughfare,Thong hanh
Thoroughgoing,Triet de
Those,Nhung thu kia
Though,Tuy nhien
Thought-reader,Nguoi doc suy nghi
Thoughtful,Chu dao
Thoughtless,Khong suy nghi
Thousand,Ngan
Thrall,Hoi hop
Thrash,Thrash
Thread,Chu de
Threadbare,Threadbare
Threadworm,Giun chi
Threat,Moi de doa
Threaten,Ham doa
Three-cornered,Bi don vao duong cung
Three-decker,Ba tang
Three-dimensional,Ba chieu
Three-legged,Kieng ba chan
Three-line,Ba dong
Three-piece,Ba manh
Three-ply,Ba lop
Three-point,Ba diem
Three-quarter,Ba phan tu
Three-quarters,Ba phan tu
Three-way,Ba cach
Three,So ba
Threefold,Gap ba lan
Threepence,Threepence
Threepenny,Threepenny
Threescore,Threescore
Threesome,Choi ba nguoi
Threnody,Kinh di
Thresh,Thresh
Threshing-floor,San dap lua
Threshold,Nguong
Threw,Nem
Thrice,Thrice
Thrift,Tiet kiem
Thriftless,Tiet kiem
Thrifty,Tiet kiem
Thrill,So hai
Thriller,Giat gan
Thrips,Bo tri
Thrive,Phat trien
Thro',Xuyen qua
Throat,Hong
Throaty,Hong
Throb,Throb
Throe,Throe
Thrombosis,Huyet khoi
Throne,Ngai vang
Throng,Throng
Throstle,Throstle
Throttle,Buom ga
Through,Xuyen qua
Throughout,Khap
Throughput,Thong luong
Throve,Phat trien
Throw-away,Vut di
Throw-in,Nem vao
Throw,Nem
Throwback,Nem lai
Thrown,Nem
Thru,Thru
Thrust,Day
Thud,Thinh thich
Thug,Du con
Thulium,Thulium
Thumb,Ngon tay cai
Thumbnail,Hinh nho
Thumbprint,Dau tay
Thumbscrew,Thumbscrew
Thump,Thump
Thumping,Thinh thich
Thunder-fly,Thunder fly
Thunder,sam set
Thunderbolt,Thunderbolt
Thunderclap,Thunderclap
Thundercloud,May tich dien
Thundering,Sam set
Thunderous,Nguy hiem
Thunderstorm,Dong
Thunderstruck,Thunderstruck
Thur.,Thur 
Thurible,Lu huong
Thursday,thu nam
Thus,Nhu vay
Thwack,Thwack
Thwart,Thwart
Thy,Cua may
Thyme,xa huong
Thymol,Thymol
Thymus,Tuyen uc
Thyroid,Tuyen giap
Thyself,Ban than toi
Ti,Cua
Tiara,Tiara
Tibia,Xuong chay
Tic,Tic
Tick-tack,Danh dau
Tick-tock,Tich tac
Ticker-tape,Bang dan
Ticker,Ticker
Ticket,Ve
Ticking,Ban
Tickle,Thoc cu let
Ticklish,Nhot
Tidal,Thuy trieu
Tidbit,Tidbit
Tiddler,Tiddler
Tiddly-wink,Nhay mat gon gang
Tide,Thuy trieu
Tidemark,Nhan hieu
Tidetable,Ban thuy trieu
Tideway,Tideway
Tidings,Tidings
Tidy,Ngan nap
Tie-break,Tie break
Tie-dye,Thuoc nhuom buoc
Tie-in,buoc trong
Tie-pin,Tie pin
Tie-up,Tie up
Tie,Buoc
Tied,Troi
Tier,Tang
Tiercel,Tiercel
Tiff,Tiff
Tiffin,Tiffin
Tiger-cat,Meo ho
Tiger,Con ho
Tight-fisted,Nam chat tay
Tight-lipped,Kin tieng
Tight,Chat
Tighten,That chat
Tightrope,Tightrope
Tights,Quan bo
Tigress,Ho cai
Tike,Thoi gian
Tilde,Dau nga
Tile,Ngoi
Tiling,Lat gach
Tillage,Lam dat
Tiller,May xoi dat
Tilt,Nghieng
Tilth,Tilth
Timber,Go
Timbered,Hen gio
Timberline,Duong go
Timbre,Am sac
Timbrel,Am sac
Time-and-motion,Thoi gian va chuyen dong
Time-honoured,Thoi gian vinh du
Time-lag,Thoi gian tre
Time-limit,Thoi gian gioi han
Time-served,Thoi gian phuc vu
Time-server,May chu thoi gian
Time-share,Chia se thoi gian
Time-sharing,Chia se thoi gian
Time-shift,Chuyen dich thoi gian
Time,Thoi gian
Timekeeper,May cham cong
Timeless,Vuot thoi gian
Timely,Hop thoi
Timepiece,Dong ho
Timer,Hen gio
Timetable,Thoi gian bieu
Timid,Nhut nhat
Timing,Thoi gian
Timorous,Hai huoc
Timpani,Timpani
Tin-opener,Do khui hop
Tin-pan,Tin pan
Tin-tack,Tin tack
Tin,Tin
Tincture,Con thuoc
Tinder-box,Hop Tinder
Tinder,Tinder
Tine,BAN
Ting,Dieu
Tinge,Tinge
Tingle,Leng keng
Tinker,Tinker
Tinkle,Mang
Tinnitus,U tai
Tinny,Ti hon
Tinpot,Tinpot
Tinsel,Kim Tuyen
Tinsmith,Tho kim
Tinsnips,Tinsnips
Tint,Tong mau
Tintinnabulation,Tintinnabulation
Tiny,Nho xiu
Tip-off,Lat up
Tip-up,Tien boa
Tipper,Tipper
Tippet,Tippet
Tipple,Num vu
Tipstaff,Tipstaff
Tipster,Nguoi mach nuoc
Tipsy,Say
Tiptoe,Nhon chan
Tiptop,Tiptop
Tir,Tir
Tirade,Tirade
Tired,Met moi
Tireless,Khong met moi
Tiresome,Met moi
Tiro,Tiro
Tissue-paper,Khan giay
Tissue,Khan giay
Titan,Titan
Titanic,Titanic
Titanium,Titan
Titbit,Titbit
Titchy,Titchy
Titfer,Chuyen vat vanh
Tithe,Tithe
Titian,Titian
Titillate,Titillate
Titivate,Dieu chinh
Title-deed,Chung thu quyen so huu
Title-holder,Chu so huu
Title-page,Trang tieu de
Title,Tieu de
Titled,Tieu de
Titmouse,Titmouse
Titrate,Chuan do
Titter,Nhin trom
Tittle-tattle,Tittle tattle
Tittle,Tittle
Tittup,Tittup
Titular,Tieu de
Tizzy,Tizzy
Tl,Tl
Tm,Tm
Tnt,Tnt
To-do,Lam
To,Den
Toad-in-the-hole,Con coc trong lo
Toad,Con coc
Toadflax,Toadflax
Toadstool,Toadstool
Toady,Con coc
Toast,Nuong
Toaster,May nuong banh mi
Toasting-fork,Nia nuong banh mi
Toastmaster,Banh mi nuong
Tobacco,Thuoc la
Tobacconist,Thuoc la
Toboggan,Xe truot bang
Toby,Toby
Toccata,Toccata
Tocsin,Tocsin
Tod,con chon
Today,Hom nay
Toddle,Chap chung biet di
Toddler,Tre moi biet di
Toddy,Toddy
Toe-hold,Giu ngon chan
Toe,sau do
Toecap,Toecap
Toenail,Mong chan
Toff,Toff
Toffee-apple,Keo tao bo cung
Toffee-nosed,Toffee mui
Toffee,Keo bo cung
Tofu,Dau hu
Toga,Toga
Together,Cung voi nhau
Togetherness,Cung nhau
Toggle,Chuyen doi
Toil,Toil
Toilet-training,Dao tao nha ve sinh
Toilet,Phong ve sinh
Toiletry,Nha ve sinh
Toilette,Phong ve sinh
Toils,Toils
Toilsome,Gian nan
Toing,Toing
Tokay,Tokay
Token,Ma thong bao
Tokenism,Tokenism
Told,Ke lai
Tolerable,Co the chiu dung duoc
Tolerance,Suc chiu dung
Tolerant,Chap thuan
Tolerate,Tha thu
Toleration,Khoan dung
Toll-bridge,Phi qua cau
Toll-gate,Cong thu phi
Toll-road,Duong thu phi
Toluene,Toluene
"Tom,",Tom 
Tom-tom,tom tom
Tom,Tom
Tomahawk,Tomahawk
Tomato,Ca chua
Tomb,Mo
Tombola,tombola
Tomboy,Tomboy
Tombstone,Bia mo
Tome,Voi toi
Tomfool,Tomfool
Tomfoolery,Tomfoolery
Tommy-gun,Sung tieu lien
Tommy-rot,Tommy rot
Tommy,Tommy
Tomography,Tomography
Tomorrow,Ngay mai
Tomtit,Tomtit
Ton-up,Ton up
Ton,Tan
Tonal,Tonal
Tonality,Am giai
Tone-deaf,Diec giai dieu
Tone,Tan
Tongs,Luoi
Tongue-and-groove,Luoi va ranh
Tongue-in-cheek,Luoi trong ma
Tongue-tie,Ca vat
Tongue-tied,Kin mieng
Tongue-twister,Am luoi kho
Tongue,Luoi
Tonic,thuoc bo
Tonight,Dem nay
Tonnage,Trong tai
Tonne,Tonne
Tonsil,Amidan
Tonsillectomy,Cat amidan
Tonsillitis,Viem amidan
Tonsorial,Giai thua
Tonsure,Amonsure
Too,Cung vay
Took,Lay di
Tool-pusher,Hop do
Tool,Dung cu
Toolmaker,Tho lam cong cu
Toot,Danh rang
Tooth-comb,Luoc danh rang
Tooth,Rang
Toothache,Benh dau rang
Toothbrush,Ban chai danh rang
Toothpaste,Kem danh rang
Toothpick,Tam
Toothsome,Co rang
Toothy,Toothy
Tootle,Tootle
Tootsy,Tootsy
Top-dress,Trang phuc hang dau
Top-flight,Chuyen bay hang dau
Top-heavy,Nang hang dau
Top-level,Cap cao nhat
Top-notch,Hang dau
Top-up,Nap tien
Top,Dung dau
Topaz,Topaz
Topcoat,Lop phu tren cung
Tope,Tope
Topee,That ngu ngoc
Topgallant,Cao nhat
Topi,Bo mu
Topiary,Nghe thuat tia cay
Topic,Chu de
Topical,Chuyen de
Topknot,Topknot
Topless,Nguc tran
Topmast,Topmast
Topography,Dia hinh
Topology,Cau truc lien ket
Topper,Topper
Topping,Phu ben tren thuc an
Topple,Lat do
Topsail,Topsail
Topside,Mat tren
Topsoil,Lop dat mat
Topspin,Quay dau
Topsy-turvy,Topsy turvy
Toque,Cham
Tor,Tor
Torch,Duoc
Torchlight,Den duoc
Tore,Tore
Toreador,Toreador
Torment,Su day vo
Tormentil,Tormentil
Torn,Rach
Tornado,Loc xoay
Torpedo-boat,Ngu loi
Torpedo,Ngu loi
Torpid,Te me
Torpor,Torpor
Torque,Mo men xoan
Torr,Torr
Torrent,Torrent
Torrid,Torrid
Torsion,Xoan
Torso,Torso
Tort,Tra tan
Tortilla,Tortilla
Tortoise,Con rua
Tortoiseshell,Vo rua
Tortuous,Quanh co
Torture,Tra tan
Tory,Tory
Tosa,cat bot
Tosh,Tosh
Toss-up,Quang len
Toss,Quang
Total,Tong cong
Totalitarian,Toan tri
Totality,Tong cong
Totalizator,Totalizer
Totalize,Tong cong
Totally,Tong cong
Tote,Tote
Totem-pole,Cuc Totem
Totem,Totem
Totter,Lung lay
Totting-up,Vuon len
Toucan,nguoi so soang
Touch-and-go,Cham va bat
Touch-line,Dong cam ung
Touch-paper,Giay cam ung
Touch-type,Kieu cam ung
Touch,Cham
Touchdown,Touchdown
Touching,So vao
Touchstone,Touchstone
Touchwood,Go cham
Touchy,Kho khan
TouchÃ©,TouchA�
Tough,Kho
Toupee,Toupee
Tour,Chuyen du lich
Tourer,Du lich
Tourism,Du lich
Tourist,Du khach
Touristy,Du lich
Tourmaline,Tourmaline
Tournament,Giai dau
Tournedos,Tournedos
Tourney,Tourney
Tourniquet,Tourniquet
Tousle,Tousle
Tout,Tat ca cac
Tow-bar,Thanh keo
Tow-headed,Nguoi dung dau
Tow-path,Con duong phia truoc
Toward,Theo huong
Towards,Doi voi
Towel,Cai khan lau
Towelling,Khan tam
Tower,Toa thap
Town,Thi tran
Townee,Townee
Townie,Townie
Townscape,Townscape
